DT. MOV;CD.OPER;OPERACAO;HIST. AUX; CONCIL.;ESPECIE;NR. DOC;CREDITO;DEBITO;DIFERENCA
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1268970679018641;Sim;Adiantamento (saída cx.);LU-126897067901;102,26;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-126897067901;;116,42;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-126897067901;11,25;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1282670689297020;Sim;Adiantamento (saída cx.);LU-128267068929;22,77;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-128267068929;;26,29;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-128267068929;10,68;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1285570691879270;Não;Adiantamento (saída cx.);LU-128557069187;28,52;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-128567069198;;305,68;
3/10/2024;1295;ENTRADA CREDEV DO CLIENTE;CLIENTE  1767894   DATA  12 09 2024;Não;Adiantamento (saída cx.);LU-128567069198;305,68;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-128567069198;;305,68;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-128567069198;29,43;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-128567069198;;305,68;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-128567069198;29,43;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-128567069198;;305,67;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-128567069198;29,42;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-128567069198;;305,68;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-128567069198;29,43;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1286170692350196;Não;Adiantamento (saída cx.);LU-128617069235;7,18;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1286270692412811;Não;Adiantamento (saída cx.);LU-128627069241;38,29;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1286470692597426;Não;Adiantamento (saída cx.);LU-128647069259;7,78;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1286770692926616;Não;Adiantamento (saída cx.);LU-128677069292;6,05;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1287070693170362;Não;Adiantamento (saída cx.);LU-128707069317;7,79;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1287070693180827;Não;Adiantamento (saída cx.);LU-128707069318;7,79;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1287770693677987;Sim;Adiantamento (saída cx.);LU-128777069367;146,92;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-128777069367;;167,04;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-128777069367;15,95;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-128807069386;;235,1;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-128807069386;22,37;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1288170693956687;Não;Adiantamento (saída cx.);LU-128817069395;6,11;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1288170693968354;Não;Adiantamento (saída cx.);LU-128817069396;6,05;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1288270694012671;Sim;Adiantamento (saída cx.);LU-128827069401;18,47;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-128827069401;;21,5;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-128827069401;2,5;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1288870694527330;Sim;Adiantamento (saída cx.);LU-128887069452;59,67;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-128887069452;;68,22;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-128887069452;6,85;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1289170694907963;Não;Adiantamento (saída cx.);LU-128917069490;40,05;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1289370695245098;Não;Adiantamento (saída cx.);LU-128937069524;50,96;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1289370695282991;Sim;Adiantamento (saída cx.);LU-128937069528;150,15;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1289370695285137;Não;Adiantamento (saída cx.);LU-128937069528;18,1;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-128937069528;;170,81;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-128937069528;16,4;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1289370695381355;Não;Adiantamento (saída cx.);LU-128937069538;6,84;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1289470695464480;Não;Adiantamento (saída cx.);LU-128947069546;161,17;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-128947069556;;33,42;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-128947069556;3,62;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1289470695708578;Não;Adiantamento (saída cx.);LU-128947069570;235,36;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1289670695915416;Não;Adiantamento (saída cx.);LU-128967069591;10,28;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1289670696055791;Não;Adiantamento (saída cx.);LU-128967069605;10,28;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1289970696240680;Não;Adiantamento (saída cx.);LU-128997069624;14,4;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1289970696288210;Sim;Adiantamento (saída cx.);LU-128997069628;57,28;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-128997069628;;69,12;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1289970696346652;Não;Adiantamento (saída cx.);LU-128997069634;16,06;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-129007069644;;34,87;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-129007069644;3,67;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1290170696472657;Não;Adiantamento (saída cx.);LU-129017069647;5,4;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1290470696720094;Não;Adiantamento (saída cx.);LU-129047069672;9,25;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1290570696840565;Não;Adiantamento (saída cx.);LU-129057069684;48,73;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1290770696930199;Não;Adiantamento (saída cx.);LU-129077069693;5,8;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1291370697437904;Sim;Adiantamento (saída cx.);LU-129137069743;7,95;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-129147069752;;230,66;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-129147069752;21,96;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1291570697624839;Não;Adiantamento (saída cx.);LU-129157069762;5,4;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1291770697737235;Não;Adiantamento (saída cx.);LU-129177069773;5,96;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-129187069781;;168,59;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-129187069781;16,14;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1291970697874332;Não;Adiantamento (saída cx.);LU-129197069787;11,93;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1292270698114413;Não;Adiantamento (saída cx.);LU-129227069811;5,96;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1292770698548916;Sim;Adiantamento (saída cx.);LU-129277069854;57,44;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-129277069854;;65,69;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-129277069854;6,62;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1293270699025226;Não;Adiantamento (saída cx.);LU-129327069902;18,85;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1294370700049358;Não;Adiantamento (saída cx.);LU-129437070004;5,09;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1294370700057720;Não;Adiantamento (saída cx.);LU-129437070005;8,04;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1294770700427619;Não;Adiantamento (saída cx.);LU-129477070042;14,4;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1294870700435632;Não;Adiantamento (saída cx.);LU-129487070043;8,31;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1295170700774721;Não;Adiantamento (saída cx.);LU-129517070077;9,19;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-129527070087;;18,3;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-129527070087;2,21;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1296070701448513;Não;Adiantamento (saída cx.);LU-129607070144;9,19;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1296770702383468;Não;Adiantamento (saída cx.);LU-129677070238;9,19;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1296870702510144;Não;Adiantamento (saída cx.);LU-129687070251;12,29;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1297770702889955;Sim;Adiantamento (saída cx.);LU-129777070288;104,01;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-129777070288;;118,49;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-129777070288;11,53;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1298770703525060;Não;Adiantamento (saída cx.);LU-129877070352;9,19;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1300470704052683;Não;Adiantamento (saída cx.);LU-130047070405;6,29;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1300570704097952;Sim;Adiantamento (saída cx.);LU-130057070409;10,35;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-130057070409;;12,21;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-130057070409;1,56;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1301070704483119;Sim;Adiantamento (saída cx.);LU-130107070448;23,98;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1301170704641204;Sim;Adiantamento (saída cx.);LU-130117070464;123,52;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-130117070464;;140,61;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-130117070464;13,59;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1301170704727117;Não;Adiantamento (saída cx.);LU-130117070472;6,99;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1301270704796426;Sim;Adiantamento (saída cx.);LU-130127070479;113,26;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1301270704986312;Sim;Adiantamento (saída cx.);LU-130127070498;10,24;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-130127070498;;11,68;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-130127070498;5,57;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1301270705022530;Sim;Adiantamento (saída cx.);LU-130127070502;28,83;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-130127070502;;33,25;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-130127070502;3,6;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-130137070539;;100,37;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-130137070539;9,85;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1301370705426867;Sim;Adiantamento (saída cx.);LU-130137070542;106,84;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-130137070542;;121,61;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-130137070542;11,73;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1301470705552336;Sim;Adiantamento (saída cx.);LU-130147070555;93,59;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-130147070555;;106,59;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-130147070555;26,26;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1301570705634943;Sim;Adiantamento (saída cx.);LU-130157070563;117,79;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-130157070563;;134,26;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-130157070563;13,13;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1301870705965456;Sim;Adiantamento (saída cx.);LU-130187070596;108,31;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-130187070596;;123,42;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-130187070596;12,04;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1302670706639417;Sim;Adiantamento (saída cx.);LU-130267070663;11,81;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-130267070663;;13,95;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-130267070663;1,81;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1302670706644703;Não;Adiantamento (saída cx.);LU-130267070664;14,48;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1302870706807763;Não;Adiantamento (saída cx.);LU-130287070680;25,56;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1302970706880823;Não;Adiantamento (saída cx.);LU-130297070688;6,87;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1303170706981977;Não;Adiantamento (saída cx.);LU-130317070698;14,42;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1303570707260882;Não;Adiantamento (saída cx.);LU-130357070726;10,03;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1303870707396532;Sim;Adiantamento (saída cx.);LU-130387070739;93,69;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-130387070739;;106,8;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-130387070739;10,45;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1303970707459647;Sim;Adiantamento (saída cx.);LU-130397070745;118,36;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-130397070745;;134,49;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-130397070745;93,92;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-130427070765;;71,54;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-130427070765;7,17;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1304670707986066;Não;Adiantamento (saída cx.);LU-130467070798;5,55;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1304770708035618;Sim;Adiantamento (saída cx.);LU-130477070803;108,84;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-130477070803;;123,97;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-130477070803;12,03;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1304770708072050;Não;Adiantamento (saída cx.);LU-130477070807;30,84;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1305070708305870;Sim;Adiantamento (saída cx.);LU-130507070830;51,57;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-130507070830;;58,94;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-130507070830;5,91;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-130537070844;;22,07;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-130537070844;2,57;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1305370708462444;Não;Adiantamento (saída cx.);LU-130537070846;33,69;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1307170709578032;Sim;Adiantamento (saída cx.);LU-130717070957;218,5;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-130717070957;;248,3;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-130717070957;23,61;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-130887071059;;147,29;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-130887071059;14,2;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-130977071117;;32,08;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-130977071117;3,5;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-130977071117;;90,1;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-130977071117;22,81;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-130987071122;;23,5;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-130987071122;2,69;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1310370711678402;Sim;Adiantamento (saída cx.);LU-131037071167;19,34;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-131037071167;;22,49;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-131037071167;2,6;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-131047071168;;22,48;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-131047071168;2,6;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-131057071183;;13,63;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-131057071183;1,77;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1310770711939344;Sim;Adiantamento (saída cx.);LU-131077071193;122,6;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-131077071193;;139,57;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-131077071193;13,49;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1311170712148246;Sim;Adiantamento (saída cx.);LU-131117071214;122,09;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1311270712192055;Não;Adiantamento (saída cx.);LU-131127071219;6,79;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-131167071236;;242,84;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-131167071236;217,57;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1312570712940235;Sim;Adiantamento (saída cx.);LU-131257071294;107,35;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-131257071294;;122,42;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-131257071294;12,02;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1313070713251617;Não;Adiantamento (saída cx.);LU-131307071325;15,33;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-131357071357;;19,47;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-131357071357;10,8;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1313670713625888;Não;Adiantamento (saída cx.);LU-131367071362;13,59;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1314370714069736;Não;Adiantamento (saída cx.);LU-131437071406;20,65;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1320070717880556;Não;Adiantamento (saída cx.);LU-132007071788;100,59;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1321570718979836;Não;Adiantamento (saída cx.);LU-132157071897;6,76;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1322070719321606;Sim;Adiantamento (saída cx.);LU-132207071932;110,95;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-132207071932;;126,5;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-132207071932;12,39;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1323670720180191;Sim;Adiantamento (saída cx.);LU-132367072018;12,5;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-132367072018;;14,74;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-132367072018;1,89;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1325570721137013;Não;Adiantamento (saída cx.);LU-132557072113;11,5;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1326470721693694;Não;Adiantamento (saída cx.);LU-132647072169;44,22;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1327570722435408;Não;Adiantamento (saída cx.);LU-132757072243;25,14;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1328870723297130;Não;Adiantamento (saída cx.);LU-132887072329;93,1;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1329670723815805;Não;Adiantamento (saída cx.);LU-132967072381;21,26;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1330270724116508;Não;Adiantamento (saída cx.);LU-133027072411;43,53;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1330570724237160;Não;Adiantamento (saída cx.);LU-133057072423;9,25;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1331270724629914;Não;Adiantamento (saída cx.);LU-133127072462;20,01;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-133177072491;;113,94;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-133177072491;25,36;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1334670726561854;Sim;Adiantamento (saída cx.);LU-133467072656;133,19;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1337270728407348;Não;Adiantamento (saída cx.);LU-133727072840;36,16;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1337370728438592;Não;Adiantamento (saída cx.);LU-133737072843;31,24;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1337870728697438;Sim;Adiantamento (saída cx.);LU-133787072869;17,2;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1337870728713980;Não;Adiantamento (saída cx.);LU-133787072871;17,53;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1338070728794112;Sim;Adiantamento (saída cx.);LU-133807072879;59,42;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1339470729652449;Não;Adiantamento (saída cx.);LU-133947072965;17,47;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1340870730404252;Não;Adiantamento (saída cx.);LU-134087073040;17,47;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1340870730429150;Não;Adiantamento (saída cx.);LU-134087073042;68,09;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1340870730436946;Não;Adiantamento (saída cx.);LU-134087073043;21,84;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1340870730449468;Não;Adiantamento (saída cx.);LU-134087073044;17,47;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1340970730495970;Não;Adiantamento (saída cx.);LU-134097073049;24,09;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1341170730579447;Não;Adiantamento (saída cx.);LU-134117073057;17,47;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1341170730621160;Não;Adiantamento (saída cx.);LU-134117073062;17,47;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1341570730801210;Não;Adiantamento (saída cx.);LU-134157073080;56,74;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-134417073266;;68,54;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-134417073266;54,71;;
