DT. MOV;CD.OPER;OPERACAO;HIST. AUX; CONCIL.;ESPECIE;NR. DOC;CREDITO;DEBITO;DIFERENCA
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136207074423;18,3;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136207074423;;183,73;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136207074423;18,35;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136207074423;;183,73;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136207074423;18,35;;
3/10/2024;1326;BAIXA MARKETPLACE ADIANTAMENTO;FAT  363 748   1;Sim;Adiantamento (saída cx.);LU-136207074423;;9,31;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1362170744288002;Sim;Adiantamento (saída cx.);LU-136217074428;52,85;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136217074428;;61,13;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1362270744359668;Sim;Adiantamento (saída cx.);LU-136227074435;35,47;;
3/10/2024;1326;BAIXA MARKETPLACE ADIANTAMENTO;FAT  363 769   1;Sim;Adiantamento (saída cx.);LU-136227074435;;47,16;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1362370744388638;Sim;Adiantamento (saída cx.);LU-136237074438;10,02;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136237074438;;48,51;
3/10/2024;1295;ENTRADA CREDEV DO CLIENTE;CLIENTE  2004383   DATA  27 09 2024;Não;Adiantamento (saída cx.);LU-136237074438;48,51;;
3/10/2024;1326;BAIXA MARKETPLACE ADIANTAMENTO;FAT  363 783   1;Sim;Adiantamento (saída cx.);LU-136237074438;;10,99;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1362370744454566;Sim;Adiantamento (saída cx.);LU-136237074445;24,11;;
3/10/2024;1326;BAIXA MARKETPLACE ADIANTAMENTO;FAT  155 869   1;Sim;Adiantamento (saída cx.);LU-136237074445;;26,82;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1362470744461760;Não;Adiantamento (saída cx.);LU-136247074446;362,16;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1362670744549126;Sim;Adiantamento (saída cx.);LU-136267074454;89,74;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1362670744549126;Sim;Adiantamento (saída cx.);LU-136267074454;89,71;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1362670744549126;Sim;Adiantamento (saída cx.);LU-136267074454;89,71;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1362670744549126;Sim;Adiantamento (saída cx.);LU-136267074454;89,71;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1362670744549126;Sim;Adiantamento (saída cx.);LU-136267074454;89,71;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1362670744549126;Sim;Adiantamento (saída cx.);LU-136267074454;89,71;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1362670744549126;Sim;Adiantamento (saída cx.);LU-136267074454;89,71;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136267074454;;102,53;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136267074454;10,26;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136267074454;;102,53;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136267074454;10,26;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136267074454;;102,53;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136267074454;10,26;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136267074454;;102,53;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136267074454;10,26;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136267074454;;102,53;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136267074454;10,26;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136267074454;;102,51;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136267074454;10,19;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136267074454;;102,53;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136267074454;10,26;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1362670744577644;Sim;Adiantamento (saída cx.);LU-136267074457;136,01;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136267074457;;160,8;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136267074457;20,65;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1362670744602078;Sim;Adiantamento (saída cx.);LU-136267074460;134,71;;
3/10/2024;1326;BAIXA MARKETPLACE ADIANTAMENTO;FAT  366 528   1;Sim;Adiantamento (saída cx.);LU-136267074460;;2,05;
3/10/2024;1326;BAIXA MARKETPLACE ADIANTAMENTO;FAT  366 529   1;Sim;Adiantamento (saída cx.);LU-136267074460;;114,33;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1362770744658312;Sim;Adiantamento (saída cx.);LU-136277074465;95,81;;
3/10/2024;1326;BAIXA MARKETPLACE ADIANTAMENTO;FAT  155 924   1;Sim;Adiantamento (saída cx.);LU-136277074465;;97,56;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1362770744660372;Sim;Adiantamento (saída cx.);LU-136277074466;19,34;;
3/10/2024;1326;BAIXA MARKETPLACE ADIANTAMENTO;FAT  155 927   1;Sim;Adiantamento (saída cx.);LU-136277074466;;20,74;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1362970744703937;Sim;Adiantamento (saída cx.);LU-136297074470;35;;
3/10/2024;1326;BAIXA MARKETPLACE ADIANTAMENTO;FAT  366 530   1;Sim;Adiantamento (saída cx.);LU-136297074470;;2,83;
3/10/2024;1326;BAIXA MARKETPLACE ADIANTAMENTO;FAT  366 531   1;Sim;Adiantamento (saída cx.);LU-136297074470;;21,37;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1362970744724267;Sim;Adiantamento (saída cx.);LU-136297074472;154,22;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1362970744724267;Sim;Adiantamento (saída cx.);LU-136297074472;154,23;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136297074472;;178,18;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136297074472;19,44;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136297074472;;178,17;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136297074472;19,43;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1362970744736299;Sim;Adiantamento (saída cx.);LU-136297074473;22,12;;
3/10/2024;1326;BAIXA MARKETPLACE ADIANTAMENTO;FAT  366 422   1;Sim;Adiantamento (saída cx.);LU-136297074473;;2,16;
3/10/2024;1326;BAIXA MARKETPLACE ADIANTAMENTO;FAT  366 426   1;Sim;Adiantamento (saída cx.);LU-136297074473;;8,56;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1363170744803391;Sim;Adiantamento (saída cx.);LU-136317074480;40,16;;
3/10/2024;1326;BAIXA MARKETPLACE ADIANTAMENTO;FAT  363 261   1;Sim;Adiantamento (saída cx.);LU-136317074480;;45,72;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136317074481;;139,38;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136317074481;18,88;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1363270744917315;Sim;Adiantamento (saída cx.);LU-136327074491;43,26;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1363270744917315;Sim;Adiantamento (saída cx.);LU-136327074491;43,26;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1363270744917315;Sim;Adiantamento (saída cx.);LU-136327074491;43,26;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1363270744917315;Sim;Adiantamento (saída cx.);LU-136327074491;43,26;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1363270744917315;Sim;Adiantamento (saída cx.);LU-136327074491;43,29;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1363270744917315;Sim;Adiantamento (saída cx.);LU-136327074491;43,26;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1363270744917315;Sim;Adiantamento (saída cx.);LU-136327074491;43,26;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1363270744917315;Sim;Adiantamento (saída cx.);LU-136327074491;43,26;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1363270744917315;Sim;Adiantamento (saída cx.);LU-136327074491;43,26;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1363270744917315;Sim;Adiantamento (saída cx.);LU-136327074491;43,26;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1363270744917231;Sim;Adiantamento (saída cx.);LU-136327074491;50,91;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136327074491;;49,86;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136327074491;5,32;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136327074491;;49,86;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136327074491;5,32;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136327074491;;49,86;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136327074491;5,32;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136327074491;;49,85;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136327074491;5,27;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136327074491;;49,86;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136327074491;5,32;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136327074491;;49,86;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136327074491;5,32;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136327074491;;49,86;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136327074491;5,32;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136327074491;;49,86;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136327074491;5,32;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136327074491;;49,86;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136327074491;5,32;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136327074491;;49,86;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136327074491;5,32;;
3/10/2024;1326;BAIXA MARKETPLACE ADIANTAMENTO;FAT  158 212   1;Sim;Adiantamento (saída cx.);LU-136327074491;;55,07;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1363470745010911;Sim;Adiantamento (saída cx.);LU-136347074501;38,6;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1363470745017453;Sim;Adiantamento (saída cx.);LU-136347074501;38,69;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136347074501;;49,55;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136347074501;9,69;;
3/10/2024;1326;BAIXA MARKETPLACE ADIANTAMENTO;FAT  158 246   1;Sim;Adiantamento (saída cx.);LU-136347074501;;41,81;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1363470745038678;Sim;Adiantamento (saída cx.);LU-136347074503;43,68;;
3/10/2024;1326;BAIXA MARKETPLACE ADIANTAMENTO;FAT  366 427   1;Sim;Adiantamento (saída cx.);LU-136347074503;;5,8;
3/10/2024;1326;BAIXA MARKETPLACE ADIANTAMENTO;FAT  366 430   1;Sim;Adiantamento (saída cx.);LU-136347074503;;15,88;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1363570745066966;Sim;Adiantamento (saída cx.);LU-136357074506;74,74;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1363570745066966;Sim;Adiantamento (saída cx.);LU-136357074506;74,7;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1363570745066966;Sim;Adiantamento (saída cx.);LU-136357074506;74,74;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1363570745066966;Sim;Adiantamento (saída cx.);LU-136357074506;74,74;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1363570745066966;Sim;Adiantamento (saída cx.);LU-136357074506;74,74;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1363570745066966;Sim;Adiantamento (saída cx.);LU-136357074506;74,74;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1363570745066966;Sim;Adiantamento (saída cx.);LU-136357074506;74,74;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1363570745066966;Sim;Adiantamento (saída cx.);LU-136357074506;74,74;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1363570745066966;Sim;Adiantamento (saída cx.);LU-136357074506;74,74;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1363570745066966;Sim;Adiantamento (saída cx.);LU-136357074506;74,74;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136357074506;;85,65;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136357074506;8,73;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136357074506;;85,68;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136357074506;8,68;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136357074506;;85,65;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136357074506;8,73;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136357074506;;85,65;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136357074506;8,73;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136357074506;;85,65;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136357074506;8,73;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136357074506;;85,65;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136357074506;8,73;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136357074506;;85,65;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136357074506;8,73;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136357074506;;85,65;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136357074506;8,73;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136357074506;;85,65;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136357074506;8,73;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136357074506;;85,65;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136357074506;8,73;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1363570745080022;Sim;Adiantamento (saída cx.);LU-136357074508;158,99;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136357074508;;187,39;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136357074508;23,52;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1363670745166243;Sim;Adiantamento (saída cx.);LU-136367074516;34,52;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1363670745166243;Sim;Adiantamento (saída cx.);LU-136367074516;34,52;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1363670745166243;Sim;Adiantamento (saída cx.);LU-136367074516;34,52;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1363670745166243;Sim;Adiantamento (saída cx.);LU-136367074516;34,52;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1363670745166243;Sim;Adiantamento (saída cx.);LU-136367074516;34,52;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1363670745166243;Sim;Adiantamento (saída cx.);LU-136367074516;34,52;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1363670745166243;Sim;Adiantamento (saída cx.);LU-136367074516;34,52;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1363670745166243;Sim;Adiantamento (saída cx.);LU-136367074516;34,53;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1363670745166243;Sim;Adiantamento (saída cx.);LU-136367074516;34,52;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1363670745166243;Sim;Adiantamento (saída cx.);LU-136367074516;34,52;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136367074516;;39,82;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136367074516;4,29;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136367074516;;39,82;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136367074516;4,29;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136367074516;;39,82;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136367074516;4,29;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136367074516;;39,82;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136367074516;4,29;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136367074516;;39,82;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136367074516;4,29;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136367074516;;39,82;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136367074516;4,29;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136367074516;;39,82;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136367074516;4,29;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136367074516;;39,82;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136367074516;4,29;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136367074516;;39,82;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136367074516;4,27;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136367074516;;39,82;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136367074516;4,29;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1363770745213715;Sim;Adiantamento (saída cx.);LU-136377074521;18,68;;
3/10/2024;1326;BAIXA MARKETPLACE ADIANTAMENTO;FAT  158 290   1;Sim;Adiantamento (saída cx.);LU-136377074521;;20,45;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136387074528;;363,47;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136387074528;41,2;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1363870745314552;Sim;Adiantamento (saída cx.);LU-136387074531;103,67;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136387074531;;118,91;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1363970745363397;Sim;Adiantamento (saída cx.);LU-136397074536;35,08;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1363970745363397;Sim;Adiantamento (saída cx.);LU-136397074536;35,08;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1363970745363397;Sim;Adiantamento (saída cx.);LU-136397074536;35,08;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1363970745363397;Sim;Adiantamento (saída cx.);LU-136397074536;35,08;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1363970745363397;Sim;Adiantamento (saída cx.);LU-136397074536;35,08;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1363970745363397;Sim;Adiantamento (saída cx.);LU-136397074536;35,08;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1363970745363397;Sim;Adiantamento (saída cx.);LU-136397074536;35,08;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1363970745363397;Sim;Adiantamento (saída cx.);LU-136397074536;35,08;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1363970745363397;Sim;Adiantamento (saída cx.);LU-136397074536;35,02;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1363970745363397;Sim;Adiantamento (saída cx.);LU-136397074536;35,08;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1363970745364915;Sim;Adiantamento (saída cx.);LU-136397074536;21,88;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136397074536;;40,33;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136397074536;4,25;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136397074536;;40,33;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136397074536;4,25;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136397074536;;40,33;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136397074536;4,25;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136397074536;;40,33;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136397074536;4,25;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136397074536;;40,33;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136397074536;4,25;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136397074536;;40,33;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136397074536;4,25;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136397074536;;40,37;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136397074536;4,26;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136397074536;;40,33;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136397074536;4,25;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136397074536;;40,33;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136397074536;4,25;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136397074536;;40,33;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136397074536;4,25;;
3/10/2024;1326;BAIXA MARKETPLACE ADIANTAMENTO;FAT  170 993   1;Sim;Adiantamento (saída cx.);LU-136397074536;;29,16;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1364070745378645;Sim;Adiantamento (saída cx.);LU-136407074537;17,9;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136407074537;;21,09;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1364170745472692;Sim;Adiantamento (saída cx.);LU-136417074547;18,67;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1364170745472692;Sim;Adiantamento (saída cx.);LU-136417074547;18,67;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1364170745472692;Sim;Adiantamento (saída cx.);LU-136417074547;18,67;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1364170745472692;Sim;Adiantamento (saída cx.);LU-136417074547;18,67;;
